user_id,item_id,interaction_type,timestamp,interaction
97,80,save,2023-06-01,1
98,38,save,2023-05-08,1
44,53,save,2023-01-01,1
99,60,like,2023-08-10,1
11,62,contact,2023-06-16,1
27,58,like,2023-03-11,1
64,38,view,2023-04-09,1
37,24,save,2023-11-29,1
15,5,like,2023-01-23,1
60,98,like,2023-04-29,1
67,68,save,2023-06-08,1
19,66,contact,2023-05-14,1
72,31,contact,2023-02-10,1
8,49,contact,2023-12-11,1
66,26,contact,2023-04-25,1
18,3,contact,2023-04-04,1
47,5,view,2023-04-07,1
55,45,contact,2023-08-12,1
80,92,save,2023-06-18,1
95,43,view,2023-08-05,1
73,32,save,2023-09-26,1
18,77,save,2023-08-03,1
85,60,view,2023-06-17,1
17,9,view,2023-04-08,1
19,30,save,2023-11-18,1
69,60,contact,2023-01-10,1
28,42,view,2023-05-13,1
43,15,like,2023-12-07,1
12,22,save,2023-07-30,1
25,81,view,2023-03-21,1
84,22,like,2023-01-25,1
92,32,contact,2023-06-13,1
96,2,save,2023-10-13,1
89,61,contact,2023-06-29,1
78,22,view,2023-02-19,1
5,31,save,2023-08-16,1
77,1,like,2023-09-19,1
53,36,save,2023-03-22,1
21,6,like,2023-05-23,1
56,94,like,2023-03-27,1
70,40,save,2023-04-03,1
31,82,view,2023-04-15,1
44,33,like,2023-02-26,1
95,81,save,2023-01-07,1
91,96,contact,2023-04-09,1
17,94,like,2023-02-13,1
77,85,contact,2023-10-27,1
49,72,view,2023-10-30,1
27,62,view,2023-10-16,1
1,26,contact,2023-04-11,1
85,70,like,2023-06-30,1
43,24,like,2023-12-17,1
17,16,view,2023-09-26,1
30,73,save,2023-01-12,1
77,57,like,2023-02-21,1
49,87,save,2023-08-04,1
34,36,view,2023-03-18,1
6,22,view,2023-07-15,1
35,96,view,2023-12-15,1
72,79,like,2023-01-28,1
15,38,like,2023-04-16,1
6,32,view,2023-11-17,1
88,54,contact,2023-07-03,1
79,100,save,2023-11-23,1
16,21,contact,2023-05-20,1
44,60,save,2023-08-23,1
38,8,contact,2023-12-09,1
86,72,like,2023-01-08,1
9,5,like,2023-08-28,1
94,40,contact,2023-12-03,1
79,28,contact,2023-01-28,1
72,41,view,2023-12-05,1
31,13,like,2023-03-30,1
5,81,view,2023-04-05,1
56,57,like,2023-12-11,1
29,81,contact,2023-04-19,1
86,34,contact,2023-01-26,1
62,71,like,2023-11-30,1
89,76,contact,2023-10-22,1
12,79,save,2023-12-04,1
72,21,save,2023-07-25,1
11,71,contact,2023-05-17,1
92,15,contact,2023-04-25,1
83,34,like,2023-01-03,1
30,35,like,2023-07-08,1
36,29,view,2023-01-20,1
